ReqCPUS,ReqNodes,ReqMem,Timelimit,Submit,Start
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:23:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:23:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:23:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:23:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:23:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:23:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:24:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:24:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:24:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:24:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:24:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:24:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:24:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:25:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:25:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:25:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:25:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:25:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:25:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:25:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:26:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:26:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:26:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:26:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:26:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:26:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:26:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:26:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:26:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:27:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:27:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:27:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:27:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:27:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:27:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:28:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:28:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:28:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:28:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:28:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:28:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:28:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:28:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:28:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:28:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:29:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:29:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:29:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:29:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:29:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:29:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:29:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:29:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:30:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:30:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:30:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:30:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:30:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:30:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:30:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:31:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:31:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:31:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:31:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:31:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:31:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:31:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:31:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:32:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:32:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:32:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:32:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:32:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:32:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:32:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:32:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:32:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:33:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:33:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:33:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:33:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:33:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:33:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:33:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:34:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:34:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:34:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:34:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:34:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:34:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:34:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:34:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:34:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:34:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:35:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:35:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:35:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:35:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:35:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:35:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:35:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:35:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:36:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:36:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:36:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:36:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:36:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:36:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:36:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:36:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:37:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:37:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:37:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:37:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:37:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:37:43
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:37:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:37:53
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:38:03
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:38:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:38:13
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:38:23
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:38:33
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:41:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:41:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:41:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:41:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:41:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:41:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:41:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:42:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:42:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:42:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:42:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:42:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:42:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:42:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:42:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:43:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:43:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:43:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:43:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:43:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:43:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:43:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:44:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:44:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:44:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:44:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:44:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:44:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:44:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:44:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:44:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:45:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:45:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:45:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:45:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:45:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:45:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:45:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:45:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:45:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:45:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:46:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:46:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:46:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:46:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:46:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:46:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:46:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:46:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:46:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:46:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:47:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:47:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:47:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:47:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:47:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:47:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:47:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:47:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:47:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:48:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:48:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:48:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:48:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:48:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:48:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:48:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:48:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:48:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:48:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:48:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:49:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:49:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:49:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:49:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:49:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:49:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:49:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:49:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:49:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:49:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:50:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:50:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:50:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:50:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:50:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:50:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:50:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:50:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:51:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:51:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:51:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:51:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:51:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:51:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:51:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:52:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:52:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:52:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:52:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:52:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:52:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:52:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:52:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:53:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:53:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:53:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:53:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:53:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:53:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:54:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:54:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:54:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:54:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:54:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:54:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:54:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:54:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:55:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:55:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:55:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:55:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:55:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:55:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:55:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:55:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:56:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:56:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:56:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:56:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:56:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:56:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:57:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:57:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:57:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:57:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:57:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:57:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:57:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:57:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:58:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:58:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:58:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:58:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:58:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:58:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:59:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:59:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:59:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:59:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:59:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:59:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:59:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T12:59:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:00:04
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:00:14
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:00:24
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:00:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:00:34
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:00:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:00:44
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:00:54
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:01:05
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:01:15
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:01:25
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:01:35
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:01:45
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:01:55
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:02:05
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:02:05
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:02:15
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:02:25
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:02:25
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:02:35
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:02:45
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:02:55
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:03:05
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:03:15
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:03:25
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:03:35
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:03:35
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:03:45
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:03:55
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:03:55
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:04:05
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:04:15
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:04:25
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:04:35
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:04:45
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:04:55
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:05:05
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:05:05
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:05:15
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:05:25
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:05:35
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:05:35
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:05:45
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:05:55
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:05:55
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:06:05
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:06:15
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:06:25
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:06:35
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:06:35
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:06:45
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:06:55
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:07:05
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:07:05
1,1,257000M,1-00:00:00,2026-07-14T11:55:39,2026-07-14T13:07:15
